"District
Number",District,"Campus
Number",Campus,Region,County,"School
Type","Grades
Served","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
071909,SOCORRO ISD,071909104,CAMPESTRE EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,493,0.909,0.456,B,88,C,77,B,86,B,86,B,85,A,92,,,Not Earned,Not Earned,Earned,,Earned,Earned,Earned,23,23,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
071909,SOCORRO ISD,071909105,HORIZON HEIGHTS EL,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,923,0.661,0.245,A,91,B,88,A,90,B,82,A,90,A,92,,,Earned,Earned,Earned,,Earned,Earned,Earned,16,16,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
071909,SOCORRO ISD,071909106,VISTA DEL SOL EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,509,0.888,0.32,B,88,B,80,B,89,B,88,B,89,B,86,,,Earned,Earned,Earned,,Earned,Earned,Earned,16,16,79,79,29,29,COMBINED ENROLLMENT TYPE SCHOOL
071909,SOCORRO ISD,071909107,HUECO EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,565,0.89,0.558,B,82,C,71,B,80,B,80,C,79,B,88,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Not Earned,16,16,75,75,29,29,COMBINED ENROLLMENT TYPE SCHOOL
071909,SOCORRO ISD,071909109,MYRTLE COOPER EL,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,578,0.742,0.384,B,86,C,77,B,84,C,76,B,84,A,92,,,Earned,Not Earned,Not Earned,,Not Earned,Earned,Not Earned,16,16,79,79,29,29,COMBINED ENROLLMENT TYPE SCHOOL
071909,SOCORRO ISD,071909111,ESCONTRIAS STEAM ACADEMY,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,853,0.875,0.438,C,79,C,74,B,82,D,69,B,82,C,73,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,23,23,75,75,29,29,COMBINED ENROLLMENT TYPE SCHOOL
071909,SOCORRO ISD,071909112,BENITO MARTINEZ EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,496,0.798,0.262,B,84,C,77,B,85,C,76,B,85,B,81,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Earned,16,16,79,79,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
071909,SOCORRO ISD,071909113,SIERRA VISTA EL,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,648,0.724,0.312,B,88,C,79,B,88,B,88,B,85,B,88,,,Earned,Not Earned,Not Earned,,Earned,Earned,Earned,16,16,79,79,29,29,COMBINED ENROLLMENT TYPE SCHOOL
071909,SOCORRO ISD,071909114,HELEN BALL EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,658,0.825,0.234,B,82,C,77,B,85,C,70,B,85,C,74,,,Earned,Not Earned,Earned,,Not Earned,Not Earned,Earned,16,16,79,79,29,29,COMBINED ENROLLMENT TYPE SCHOOL
071909,SOCORRO ISD,071909115,ELFIDA CHAVEZ EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,689,0.813,0.295,B,89,C,76,B,88,B,88,B,84,A,91,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Earned,16,16,79,79,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
071909,SOCORRO ISD,071909116,JANE A HAMBRIC SCHOOL,REGION 19: EL PASO,EL PASO,Elementary,PK - 08,No,No,873,0.864,0.362,B,83,C,77,B,85,C,79,B,85,C,78,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Earned,16,16,74,74,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
071909,SOCORRO ISD,071909117,ERNESTO SERNA SCHOOL,REGION 19: EL PASO,EL PASO,Elementary,KG - 08,No,No,709,0.883,0.47,B,84,C,73,B,82,C,75,B,82,B,87,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Earned,Not Earned,23,23,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
071909,SOCORRO ISD,071909118,KEYS EL,REGION 19: EL PASO,EL PASO,Elementary,04 - 04,No,No,1,1,1,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,23,23,75,75,29,29,SPECIAL ASSIGNMENT SCHOOL
071909,SOCORRO ISD,071909119,LUJAN-CHAVEZ EL,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,1008,0.69,0.271,B,87,B,85,B,88,B,83,B,88,B,86,,,Earned,Earned,Earned,,Earned,Not Earned,Earned,16,16,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
071909,SOCORRO ISD,071909120,DESERT WIND EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 08,No,No,803,0.877,0.534,B,80,C,72,C,79,C,75,C,79,B,83,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,16,16,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
071909,SOCORRO ISD,071909121,LOMA VERDE,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,786,0.673,0.281,A,90,B,89,A,90,B,87,A,90,B,89,,,Earned,Earned,Earned,,Earned,Earned,Earned,16,16,79,79,29,29,COMBINED ENROLLMENT TYPE SCHOOL
071909,SOCORRO ISD,071909122,BILL SYBERT SCHOOL,REGION 19: EL PASO,EL PASO,Elementary,PK - 08,No,No,829,0.801,0.312,B,89,B,82,B,89,B,82,B,89,A,90,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,16,16,79,79,29,29,COMBINED ENROLLMENT TYPE SCHOOL
071909,SOCORRO ISD,071909123,PASO DEL NORTE FINE ARTS ACADEMY,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,1016,0.763,0.286,B,88,C,74,B,88,B,88,B,81,B,89,,,Not Earned,Earned,Not Earned,,Earned,Earned,Not Earned,16,16,74,74,29,29,COMBINED ENROLLMENT TYPE SCHOOL
071909,SOCORRO ISD,071909124,JOHN DRUGAN SCHOOL,REGION 19: EL PASO,EL PASO,Elementary,PK - 08,No,No,1117,0.636,0.251,B,87,B,89,A,90,B,82,A,90,B,81,,,Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Earned,16,16,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
071909,SOCORRO ISD,071909126,DR SUE A SHOOK SCHOOL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,1056,0.677,0.332,B,87,B,80,B,85,B,80,B,85,A,92,,,Earned,Not Earned,Not Earned,,Not Earned,Earned,Earned,16,16,75,75,29,29,COMBINED ENROLLMENT TYPE SCHOOL
071909,SOCORRO ISD,071909127,SGT ROBERTO ITUARTE,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,697,0.768,0.286,A,90,B,89,A,91,C,79,A,91,B,89,,,Earned,Earned,Earned,,Not Earned,Earned,Earned,16,16,74,74,29,29,COMBINED ENROLLMENT TYPE SCHOOL
071909,SOCORRO ISD,071909128,CHESTER E JORDAN,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,812,0.805,0.333,C,78,C,73,B,80,D,66,B,80,C,73,,,Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,16,16,74,74,29,29,COMBINED ENROLLMENT TYPE SCHOOL
071909,SOCORRO ISD,071909129,JAMES P BUTLER EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,983,0.611,0.198,B,86,C,79,B,83,B,82,B,83,A,92,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Not Earned,16,16,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
071909,SOCORRO ISD,071909130,MISSION RIDGE,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,959,0.812,0.49,A,90,C,76,B,89,B,89,B,84,A,91,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Earned,16,16,75,75,29,29,COMBINED ENROLLMENT TYPE SCHOOL
071909,SOCORRO ISD,071909131,PURPLE HEART EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,959,0.748,0.299,B,82,D,67,B,81,B,81,D,69,B,83,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Not Earned,16,16,74,74,29,29,COMBINED ENROLLMENT TYPE SCHOOL
071909,SOCORRO ISD,071909132,SGT JOSE F CARRASCO EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,1075,0.577,0.235,A,92,B,88,A,92,A,92,B,87,A,92,,,Not Earned,Not Earned,Earned,,Earned,Earned,Earned,16,16,75,74,29,29,COMBINED ENROLLMENT TYPE SCHOOL
071909,SOCORRO ISD,071909133,CACTUS TRAILS,REGION 19: EL PASO,EL PASO,Elementary,EE - 05,No,No,1026,0.611,0.184,A,91,A,91,A,91,A,91,A,91,A,92,,,Earned,Earned,Earned,,Earned,Earned,Earned,16,16,75,75,29,29,ZONED SCHOOL-TRANSFERS ACCEPTED
071909,SOCORRO ISD,071909134,BEN NARBUTH EL,REGION 19: EL PASO,EL PASO,Elementary,PK - 05,No,No,779,0.682,0.281,B,85,C,77,B,83,B,83,B,83,A,90,,,Earned,Earned,Not Earned,,Earned,Earned,Earned,16,16,75,75,29,29,COMBINED ENROLLMENT TYPE SCHOOL
072801,PREMIER HIGH SCHOOLS,,,REGION 11: FORT WORTH,ERATH,District,,Yes,Yes,7111,0.566,0.109,B,88,B,89,B,86,B,83,B,86,B,85,,,,,,,,,,,,,,,,
072801,PREMIER HIGH SCHOOLS,072801001,PREMIER H S OF COMANCHE/EARLY,REGION 11: FORT WORTH,ERATH,High School,07 - 12,Yes,Yes,90,0.867,0.044,A,92,A,91,B,86,B,86,Not Rated,.,A,94,,,,,,,,,,11,11,68,68,10,10,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801101,PREMIER H S OF ABILENE,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,146,0.781,0,A,93,A,92,A,93,B,86,A,93,A,92,,,,,,,,,,19,19,71,71,28,28,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801103,PREMIER H S OF BROWNSVILLE,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,109,0.872,0.284,A,93,A,92,A,96,Not Rated,.,A,96,B,87,,,,,,,,,,34,34,38,38,27,27,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801104,PREMIER H S OF PALMVIEW,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,117,0.991,0.504,A,93,A,90,A,91,Not Rated,.,A,91,A,96,,,,,,,,,,15,15,36,36,20,20,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801107,PREMIER H S OF DEL RIO,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,65,0.769,0.231,A,94,A,94,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,23,23,74,74,19,19,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801108,PREMIER H S OF FORT WORTH,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,172,0.855,0.151,B,85,C,79,B,86,Not Rated,.,B,86,B,82,,,,,,,,,,12,12,97,97,10,10,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801109,PREMIER H S OF LAREDO,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,159,0.975,0.61,A,95,A,96,B,84,Not Rated,.,B,84,A,92,,,,,,,,,,28,28,42,42,21,21,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801110,PREMIER H S OF LUBBOCK,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,186,0.796,0.005,A,91,A,90,A,91,Not Rated,.,A,91,A,92,,,,,,,,,,19,19,84,84,28,28,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801112,PREMIER H S OF MIDLAND,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,147,0.442,0.054,A,90,B,89,A,93,B,88,A,93,B,83,,,,,,,,,,11,11,82,82,31,31,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801113,PREMIER HIGH SCHOOL-AUSTIN SOUTH CAMPUS,REGION 11: FORT WORTH,ERATH,High School,07 - 12,Yes,Yes,167,0.713,0.03,A,91,B,89,A,92,Not Rated,.,A,92,A,90,,,,,,,,,,37,37,49,49,14,14,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801115,PREMIER H S OF WESLACO,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,135,0.956,0.341,A,93,A,94,A,92,Not Rated,.,A,92,A,92,,,,,,,,,,34,34,39,39,27,27,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801116,PREMIER H S OF MISSION,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,137,1,0.358,A,96,A,96,A,91,Not Rated,.,A,91,A,95,Comprehensive Progress,,,,,,,,,15,15,36,36,20,20,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801117,PREMIER HIGH SCHOOL-SAN ANTONIO WINDCREST,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,109,0.734,0.073,B,83,B,85,B,86,C,72,B,86,C,77,,,,,,,,,,21,21,120,120,26,26,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801118,PREMIER H S OF TYLER,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,79,0.823,0.19,B,85,B,88,C,75,Not Rated,.,C,75,C,77,,,,,,,,,,1,1,6,6,1,1,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801121,PREMIER H S OF WACO,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,154,0.766,0.091,A,93,A,90,A,93,B,88,A,93,A,94,,,,,,,,,,17,17,56,56,22,22,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801128,PREMIER HIGH SCHOOL-AUSTIN WELLS BRANCH,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,89,0.663,0.225,A,94,A,95,B,82,Not Rated,.,B,82,A,91,,,,,,,,,,37,37,50,50,14,14,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801129,PREMIER HIGH SCHOOL-EL PASO MESA,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,103,0.874,0.146,A,91,B,89,A,95,B,81,A,95,B,81,,,,,,,,,,16,16,78,78,29,29,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801130,PREMIER H S OF SAN JUAN,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,113,0.92,0.363,A,97,A,94,A,97,Not Rated,.,A,97,A,96,,,,,,,,,,34,34,40,40,27,27,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801131,PREMIER H S OF ARLINGTON,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,202,0.688,0.109,A,90,B,85,A,90,B,89,A,90,A,90,,,,,,,,,,25,25,94,94,9,9,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801135,PREMIER H S OF HUNTSVILLE,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,95,0.768,0.105,A,91,A,91,B,87,B,82,B,87,Not Rated,.,,,,,,,,,,17,17,12,12,5,5,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801136,PREMIER H S OF NEW BRAUNFELS,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,101,0.465,0.02,A,95,A,90,A,95,Not Rated,.,A,95,Not Rated,.,,,,,,,,,,35,35,73,73,25,25,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801137,PREMIER H S OF GRANBURY,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,159,0.509,0.006,A,92,A,92,A,92,B,83,A,92,A,91,,,,,,,,,,25,25,59,59,22,22,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801138,PREMIER H S OF DAYTON,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,58,0.517,0.052,B,87,B,87,C,75,C,75,D,68,Not Rated,.,,,,,,,,,,36,36,18,18,3,3,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801139,PREMIER H S OF SOUTH IRVING,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,22,0.773,0.409,A,91,A,91,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,25,25,92,92,22,22,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801142,PREMIER H S OF AMARILLO,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,257,0.646,0.031,A,92,B,88,A,91,B,85,A,91,A,93,,,,,,,,,,13,13,86,86,31,31,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801143,PREMIER HIGH SCHOOL-EL PASO EASTPOINTE,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,149,0.826,0.188,B,81,B,85,D,69,Not Rated,.,D,69,C,73,,,,,,,,,,16,16,77,77,29,29,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801144,PREMIER H S OF PFLUGERVILLE,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,76,0.421,0.079,B,89,B,89,F,57,Not Rated,.,F,57,Not Rated,.,,,,,,,,,,17,17,46,46,14,14,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801145,PREMIER H S ONLINE,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,2107,0.094,0.054,B,87,B,89,B,85,B,82,B,85,B,82,Comprehensive Reidentified,,,,,,,,,26,26,63,63,30,30,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801146,PREMIER HIGH SCHOOLS - EDINBURG CAREER & TECHNICAL,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,160,0.969,0.075,A,92,A,92,A,93,Not Rated,.,A,93,A,91,,,,,,,,,,15,15,40,40,20,20,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801147,PREMIER H S-HOUSTON (CHAMPIONS),REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,107,0.757,0.121,B,84,A,90,B,86,Not Rated,.,B,86,C,70,Comprehensive Identified,,,,,,,,,18,18,139,139,15,15,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801148,PREMIER H S OF TEXARKANA,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,140,0.664,0,B,89,B,89,D,65,Not Rated,.,D,65,Not Rated,.,,,,,,,,,,1,1,1,1,1,1,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801149,PREMIER HIGH SCHOOL-SAN ANTONIO INGRAM,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,141,0.738,0.064,A,96,B,89,A,97,Not Rated,.,A,97,A,94,,,,,,,,,,20,20,125,125,26,26,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801150,PREMIER H S - SAN ANGELO,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,154,0.708,0.006,B,87,A,90,B,84,B,84,B,82,B,81,,,,,,,,,,11,11,72,72,28,28,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801151,FOUNDATION SCHOOL OF AUTISM - SAN ANTONIO,REGION 11: FORT WORTH,ERATH,Elementary,EE - 01,No,Yes,34,0.588,0.059,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,21,21,121,121,25,25,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801152,PREMIER H S HOUSTON GALLERY NORTH,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,87,0.816,0.195,A,90,B,88,B,85,Not Rated,.,B,85,A,93,,,,,,,,,,29,29,140,140,6,6,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801153,PREMIER H S ODESSA,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,89,0.663,0.112,B,84,B,82,B,84,Not Rated,.,B,84,Not Rated,.,,,,,,,,,,11,11,81,81,31,31,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801154,PREMIER HIGH SCHOOL-CANYON,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,59,0.559,0,B,86,B,86,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,13,13,86,86,31,31,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801155,PREMIER H S-FOUNDATION SCHOOL OF AUTISM-PLANO,REGION 11: FORT WORTH,ERATH,Elementary,EE - 01,No,Yes,11,0.636,0.091,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,4,4,66,66,8,8,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801156,PREMIER H S - HOUSTON - HOBBY,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,69,0.826,0.014,A,91,A,91,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,29,29,147,147,6,6,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801157,PREMIER H S - CORPUS CHRISTI,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,104,0.788,0.01,C,79,A,90,A,91,Not Rated,.,A,91,F,52,Comprehensive Identified,,,,,,,,,27,27,34,34,20,20,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801158,PREMIER H S - LUBBOCK (BRIERCROFT),REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,58,0.879,0.052,A,91,B,87,A,91,Not Rated,.,A,91,Not Rated,.,,,,,,,,,,19,,84,,28,,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801159,PREMIER H S - WICHITA FALLS,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,111,0.775,0,A,91,A,91,D,66,Not Rated,.,D,66,Not Rated,.,,,,,,,,,,13,,69,,28,,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801160,PREMIER H S - LONGVIEW,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,33,0.848,0,A,93,A,93,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,1,,7,,1,,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801161,PREMIER H S - HOUSTON(SHARPSTOWN),REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,42,0.833,0,B,87,B,87,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,9,,137,,13,,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801162,PREMIER H S - FORT WORTH (SOUTHSIDE),REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,67,0.91,0.254,F,54,F,51,F,54,Not Rated,.,F,54,Not Rated,.,,,,,,,,,,12,,95,,9,,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801163,PREMIER H S - FORT WORTH (JACKSBORO),REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,91,0.934,0.352,B,81,B,81,B,81,Not Rated,.,B,81,Not Rated,.,,,,,,,,,,33,,90,,9,,OPEN ENROLLMENT CHARTER SCHOOL
072801,PREMIER HIGH SCHOOLS,072801164,PREMIER H S - DESOTO,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,51,0.706,0,B,84,B,84,B,81,Not Rated,.,B,81,Not Rated,.,,,,,,,,,,30,,111,,23,,OPEN ENROLLMENT CHARTER SCHOOL
072802,ERATH EXCELS ACADEMY INC,,,REGION 11: FORT WORTH,ERATH,District,,Yes,Yes,103,0.913,0.029,C,75,C,75,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,,,,,,,
072802,ERATH EXCELS ACADEMY INC,072802001,HUSTON ACADEMY,REGION 11: FORT WORTH,ERATH,High School,09 - 12,Yes,Yes,41,0.78,0,C,75,C,75,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,25,25,59,59,22,22,OPEN ENROLLMENT CHARTER SCHOOL
072802,ERATH EXCELS ACADEMY INC,072802002,COASTAL HORIZONS ACADEMY,REGION 11: FORT WORTH,ERATH,High School,07 - 12,Yes,Yes,62,1,0.048,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,27,27,43,43,27,27,OPEN ENROLLMENT CHARTER SCHOOL
072901,THREE WAY ISD,,,REGION 11: FORT WORTH,ERATH,District,,No,No,233,0.725,0.129,D,60,D,63,D,60,D,60,F,57,F,53,,,,,,,,,,,,,,,,
072901,THREE WAY ISD,072901101,THREE WAY ISD,REGION 11: FORT WORTH,ERATH,Elem/Secondary,PK - 12,No,No,233,0.725,0.129,D,60,D,63,D,60,D,60,F,57,F,53,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,25,25,59,59,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
072902,DUBLIN ISD,,,REGION 11: FORT WORTH,ERATH,District,,No,No,1145,0.766,0.219,B,87,B,85,B,87,C,75,B,87,B,87,,,,,,,,,Not Earned,,,,,,,
072902,DUBLIN ISD,072902001,DUBLIN H S,REGION 11: FORT WORTH,ERATH,High School,07 - 12,No,No,489,0.744,0.202,B,87,B,85,B,85,C,79,B,85,A,92,,,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,Earned,25,25,59,59,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
